,id,date,time,timezone,user_id,username,tweet,replies,retweets,likes,location,hashtags,link,sender,test
44,989907853631787008,2018-04-27,16:43:18,GMT,441701613,KobenhavnPoliti,Søndre Fasanvej er spærret fra Valby Langgade mod Frederiksberg. Vi er tilstede sammen med Brandvæsenet da et køkken står i lys lue. #politidk,0,6,14,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/989907853631787008/,Kbh,True
51,989042644809592833,2018-04-25,07:25:16,GMT,441701613,KobenhavnPoliti,Pressebriefing efter dom i ubådssagen i dag omkring kl. 13.30 foran Københavns Byret med specialanklager Jakob Buch-Jepsen. Afspærring for journalister opsættes omkring kl. 12 #politidk,0,1,16,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/989042644809592833/,Kbh,True
53,988403746781782018,2018-04-23,13:06:31,GMT,441701613,KobenhavnPoliti,66-årig mand har fået en straksdom på 60 dages fængsel for overtrædelse af indrejseforbud i Danmark. Han blev anholdt i forbindelse med butikstyveri på Nørrebro #anklager #politidk,1,0,44,,"['#anklager', '#politidk']",https://twitter.com/KobenhavnPoliti/status/988403746781782018/,Kbh,True
55,987603946167562240,2018-04-21,08:08:24,GMT,441701613,KobenhavnPoliti,Opdatering Øresundstunnellen.Bilen er ved at blive fjernet. Ingen tilskadekomne.Vi forventer at åbne forbindelsen om kort tid.Tak for tålmodigheden. #Politidk,0,3,8,,['#Politidk'],https://twitter.com/KobenhavnPoliti/status/987603946167562240/,Kbh,True
56,987600378920341504,2018-04-21,07:54:13,GMT,441701613,KobenhavnPoliti,"Vi arbejder pt. i Øresundstunnellen med en bilbrand.  Forbindelsen er helt lukket.Bliv venligst holdende, og hold nødsporet fri til redningskøretøjer. Tak.",0,4,9,,[],https://twitter.com/KobenhavnPoliti/status/987600378920341504/,Kbh,True
59,987346368678236160,2018-04-20,15:04:52,GMT,441701613,KobenhavnPoliti,"Mange arrangementer i byen i eftermiddag og aften. Koncerter, kræmmermarkeder, OK18 demonstrationer m.m. Og selvfølgelig almindelig brug af byens muligheder. Vi er også tilstede så lad os sammen få en god start på weekenden. Mvh Vagtchefen #politidk",0,7,106,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/987346368678236160/,Kbh,True
66,986553023437639680,2018-04-18,10:32:24,GMT,441701613,KobenhavnPoliti,Erstatning til krænkede i Tibetsag #politidk http://www.mynewsdesk.com/dk/koebenhavns-politi/pressreleases/erstatning-til-kraenkede-i-tibetsag-2480764 …,1,4,25,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/986553023437639680/,Kbh,True
68,986225382725771265,2018-04-17,12:50:29,GMT,441701613,KobenhavnPoliti,"Øresundsforbindelsen er spærret i retning mod Sverige, da en lastbil, der er for høj, skal flyttes. Tidshorisont pt ukendt. #politidk",0,5,11,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/986225382725771265/,Kbh,True
70,985280097757421573,2018-04-14,22:14:15,GMT,441701613,KobenhavnPoliti,"Helsingørmotorvejen er åben igen for trafik i nordgående retning. Uheldet var en eneulykke, føreren er til nærmere undersøgelse på skadestue med mistanke om spirituskørsel #politidk",0,1,16,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/985280097757421573/,Kbh,True
79,984143640212721664,2018-04-11,18:58:22,GMT,441701613,KobenhavnPoliti,"Politiet leder efter Jane, der er bortgået i dag fra Maribovej i Valby. Hun beskrives, kvinde, 74 år, 160 cm høj, gråt hår i hestehale, iklædt tynd grå jakke og grå bukser, Jane er dement og døv - dog virker hun frisk og går rask til. Oplysninger om Jane - ring 114. #politi.dk",1,8,10,,['#politi'],https://twitter.com/KobenhavnPoliti/status/984143640212721664/,Kbh,True
82,983749083193118723,2018-04-10,16:50:33,GMT,441701613,KobenhavnPoliti,Vindebrogade er igen åben for færdsel i begge retninger. Vi siger tak for en rolig demonstration & kom godt hjem. #politidk,2,5,49,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/983749083193118723/,Kbh,True
84,983716877972246531,2018-04-10,14:42:34,GMT,441701613,KobenhavnPoliti,14 personer anholdt – mistænkt som del af et større narkonetværk #politidk http://www.mynewsdesk.com/dk/koebenhavns-politi/pressreleases/14-personer-anholdt-mistaenkt-som-del-af-et-stoerre-narkonetvaerk-2473011 …,0,1,31,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/983716877972246531/,Kbh,True
91,983255860674744320,2018-04-09,08:10:39,GMT,441701613,KobenhavnPoliti,Du har nu mulighed for at følge Politiskolen på Facebook. Her kan du få et kig bag kulissen og blive klogere på uddannelsen.  http://www.facebook.com/politiskolen  #politidk pic.twitter.com/tVr6sXFZR4,0,2,14,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/983255860674744320/,Kbh,True
94,982096150453829632,2018-04-05,03:22:23,GMT,441701613,KobenhavnPoliti,"God morgen og god nat. Natholdet kan snart se en ende på vagten, som er forløbet fredeligt - tak for det. Friske kollegaer er på vej til at møde ind, og vil fortsætte med servicere byen og borgerne. Vagtchefen #politidk",2,3,89,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/982096150453829632/,Kbh,True
97,981513738590343170,2018-04-04,12:48:05,GMT,441701613,KobenhavnPoliti,Målrettet aktion mod våbensamlere #politidk http://www.mynewsdesk.com/dk/koebenhavns-politi/pressreleases/maalrettet-aktion-mod-vaabensamlere-2468425 …,1,0,19,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/981513738590343170/,Kbh,True
105,978939820474097668,2018-03-28,10:20:15,GMT,441701613,KobenhavnPoliti,Skarpladt pistol fundet under aktion mod den organiserede hashhandel i Pusher Street #politidk http://www.mynewsdesk.com/dk/koebenhavns-politi/pressreleases/skarpladt-pistol-fundet-under-aktion-mod-den-organiserede-hashhandel-i-pusher-street-2462590 …,3,2,23,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/978939820474097668/,Kbh,True
110,978272588559536128,2018-03-26,14:08:55,GMT,441701613,KobenhavnPoliti,"Vi saver en 5-årig pige, som forsvandt ved Dragør-fortet omkring kl. 1345. Hun har halvlangt, mellemblond hår med pandehår, mørkelilla jakke, lilla strømpebukser, cowboynederdel, sorte støvler. Politi er på stedet og søger med hunde. #politidk",7,41,43,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/978272588559536128/,Kbh,True
116,977110438327607297,2018-03-23,09:10:56,GMT,441701613,KobenhavnPoliti,Husk de MC-gode råd fra @SikkerTrafik. I dag kører et stort antal motorcyklister fra København til Bakken ifm den traditionelle Bakken-åbning #politidk https://twitter.com/sikkertrafik/status/976461246865313793 …,0,1,19,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/977110438327607297/,Kbh,True
128,976374404438482944,2018-03-21,08:26:12,GMT,441701613,KobenhavnPoliti,En person vil blive fremstillet i Dommervagten ifm aktionerne i Pusherstreet #anklager #politidk https://twitter.com/KobenhavnPoliti/status/976374239862419457 …,0,1,14,,"['#anklager', '#politidk']",https://twitter.com/KobenhavnPoliti/status/976374404438482944/,Kbh,True
130,976103428320620545,2018-03-20,14:29:27,GMT,441701613,KobenhavnPoliti,Politigården ser smuk ud i solskin og sne. Vi ønsker alle en god eftermiddag #politidk pic.twitter.com/lrewfVzOs1,7,4,191,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/976103428320620545/,Kbh,True
138,974619380733677568,2018-03-16,12:12:22,GMT,441701613,KobenhavnPoliti,Der er i dag foretaget rydning af hashboder i Pusher Street på Christiania. Ved aktionen blev alle boder fjernet #politidk,16,7,109,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/974619380733677568/,Kbh,True
144,974198472617455617,2018-03-15,08:19:50,GMT,441701613,KobenhavnPoliti,En yngre mand er her til morgen fundet livløs i Valbyparken. Manden er død under mistænkelige forhold og sagen efterforskes.Intet yderligere for nu. #politidk,5,6,21,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/974198472617455617/,Kbh,True
157,971690343098970112,2018-03-08,10:13:25,GMT,441701613,KobenhavnPoliti,"I 1920 blev den første kvinde ansat på prøve i Københavns Politi. Hendes funktion var at afhøre børn og unge, som havde været udsat for overgreb. I 1977 blev de første kvindelige politibetjente ansat på samme vilkår som mænd. Billedet herunder er fra 1982 #8marts #politidk pic.twitter.com/qLu16V5kJH",4,37,358,,"['#8marts', '#politidk']",https://twitter.com/KobenhavnPoliti/status/971690343098970112/,Kbh,True
158,971680547079671808,2018-03-08,09:34:30,GMT,441701613,KobenhavnPoliti,"Hjælp politiet med at opklare indbrud. Vi har anholdt en indbrudstyv og har fotos af smykker - men ved endnu ikke, hvorfra de er stjålet! #politidk  http://bit.ly/2FrdsXh ",1,8,18,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/971680547079671808/,Kbh,True
159,971406309433266176,2018-03-07,15:24:46,GMT,441701613,KobenhavnPoliti,Endnu en mand - den 7. - er blevet varetægtsfængslet i sag om pirattaxa #anklager #politidk https://twitter.com/kobenhavnpoliti/status/970721147556892672 …,2,3,43,,"['#anklager', '#politidk']",https://twitter.com/KobenhavnPoliti/status/971406309433266176/,Kbh,True
165,970893816273293312,2018-03-05,05:28:18,GMT,441701613,KobenhavnPoliti,"Alle praktiske køreprøver aflyst til kl. 0945. NY besked kl. 0930, hvis aflysninger forlænges. Besked besvares ikke. @KobenhavnPoliti",0,4,12,,[],https://twitter.com/KobenhavnPoliti/status/970893816273293312/,Kbh,True
185,969338624046256128,2018-03-01,22:28:32,GMT,441701613,KobenhavnPoliti,"Lokalbetjent Rud Ellegaard i interview med Station2 om arbejdet som ""Din Betjent"" - bla for narkomaner og hjemløse på Vesterbro #politidk pic.twitter.com/5twCEFKQrB",6,4,35,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/969338624046256128/,Kbh,True
186,969298565947420673,2018-03-01,19:49:21,GMT,441701613,KobenhavnPoliti,"I forlængelse af en demonstration der markerede 11-årsdagen forrydningen af Ungdomshuset har en større gruppe forskanset sig i en tom bygning i Slagtergårdene på Enghavevej. Alle er efterfølgende blevet anholdt, sigtet for husfredskrænkelser. #politidk",3,5,47,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/969298565947420673/,Kbh,True
196,968647463698685952,2018-02-27,00:42:06,GMT,441701613,KobenhavnPoliti,Nørregade er igen åben for trafik i begge retninger. Teknikerne har så meget styr på strøm og ledningerne at der igen er åbent. Kom godt hjem & kør forsigtig #politidk,1,0,7,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/968647463698685952/,Kbh,True
199,968128635516448771,2018-02-26,14:20:28,GMT,441701613,KobenhavnPoliti,To omrejsende kriminelle dømt henholdsvis 5 års fængsel og 4 år og 9 mdr. fængsel for at have begået omfattende indbrud samt indbrudsforsøg i privat beboelse. De er samtidig udvist af Danmark for bestandigt. #politidk http://www.mynewsdesk.com/dk/koebenhavns-politi/pressreleases/to-personer-doemt-for-omfattende-indbrudskriminalitet-2430176 …,13,9,108,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/968128635516448771/,Kbh,True
202,967423701980413952,2018-02-24,15:39:19,GMT,441701613,KobenhavnPoliti,En 7-årig dreng faldt gennem isen ved Kobbelvænget. Køres til kontrol på hospital. Lad dette være en advarsel. Følg skiltning inden færden på is og udvis forsigtighed. #politidk,2,31,69,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/967423701980413952/,Kbh,True
208,965911210590957568,2018-02-20,11:29:13,GMT,441701613,KobenhavnPoliti,Al afspærring ifm HKH Prins Henriks bisættelse er nu ophævet #poltidk https://twitter.com/KobenhavnPoliti/status/965857976966885376 …,0,2,11,,['#poltidk'],https://twitter.com/KobenhavnPoliti/status/965911210590957568/,Kbh,True
219,964497409245052928,2018-02-16,13:51:16,GMT,441701613,KobenhavnPoliti,"Fra kl. 17 vil følgende gader blive afspærret for al kørende færdsel:Amaliegade, Sankt Annæ Plads, Bredgade, Kongens Nytorv, Holmens Kanal, Holmens Bro og Christiansborg Slotsplads #politidk https://twitter.com/KobenhavnPoliti/status/964497256392032256 …",0,2,12,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/964497409245052928/,Kbh,True
231,963466377355984896,2018-02-13,17:34:19,GMT,441701613,KobenhavnPoliti,Den dødfundne mand fra Kløvermarksvej er nu identificeret. Der er tale om en 27-årig mand fra Ukraine #politidk https://twitter.com/KobenhavnPoliti/status/963410908037963776 …,0,2,6,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/963466377355984896/,Kbh,True
233,963410738592305152,2018-02-13,13:53:14,GMT,441701613,KobenhavnPoliti,"Der er ikke umiddelbart noget der tyder på et kriminelt forhold, men politiet arbejder fortsat på sagen #politidk https://twitter.com/KobenhavnPoliti/status/963410574381142016 …",0,0,3,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/963410738592305152/,Kbh,True
246,960630831457988609,2018-02-05,21:46:52,GMT,441701613,KobenhavnPoliti,Færdselsuheld Amagerbrogade 219. En bilist fik et ildebefindende og er bragt til skadestue. Flere køretøjer skadet. Trafikken afvikles på stedet. Der er ikke yderligere oplysninger eller kommentarer. #politidk,0,0,8,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/960630831457988609/,Kbh,True
247,960421030815850497,2018-02-04,07:53:12,GMT,441701613,KobenhavnPoliti,Togdriften er ifølge DSB i normal drift igen efter personpåkørsel v. Valby Station #politidk,0,1,5,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/960421030815850497/,Kbh,True
248,960420093460205569,2018-02-04,07:49:28,GMT,441701613,KobenhavnPoliti,Person har i forbindelse med selvmord på Valby St. kastet sig ud foran et gennemkørende tog og har i den forbindelse ramt en kvindelig passager der stod på perronen. Kvinden er i kritisk tilstand og behandles på Rigshospitalet. Ingen yderligere kommentarer for nuværende #politidk,7,10,19,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/960420093460205569/,Kbh,True
249,960416102323978240,2018-02-04,07:33:37,GMT,441701613,KobenhavnPoliti,Vi har kortvarigt spærret Nørre Voldgade efter forsøg ved komfuret. Ingen person skade kun skade på elkedel. #politidk https://twitter.com/hberedskab/status/960412644896321536 …,0,2,14,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/960416102323978240/,Kbh,True
256,960188810171682816,2018-02-04,16:30:26,GMT,441701613,KobenhavnPoliti,I forbindelse med en aktion på Christiania tidligere i dag blev 7 personer anholdt. Herunder blev en person anholdt for vold mod politiet.5 af de anholdte skal i morgen fremstilles i grundlovsforhør #politidk,0,4,26,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/960188810171682816/,Kbh,True
258,960059947009658880,2018-02-03,07:58:23,GMT,441701613,KobenhavnPoliti,Der er ryddet op efter færdselsuheld Amagermotorvejen og fri passage på stedet #politidk,0,0,4,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/960059947009658880/,Kbh,True
261,959771984686125057,2018-02-03,12:54:07,GMT,441701613,KobenhavnPoliti,"Line fortsat: Iført grøn regnjakke, stribede bukser, sorte støvler med pels. Tatovering på undersiden af venstre hånd -en blomst. Fortsættes",0,10,6,,[],https://twitter.com/KobenhavnPoliti/status/959771984686125057/,Kbh,True
266,959304073144025088,2018-02-01,05:54:48,GMT,441701613,KobenhavnPoliti,Tre domme for vold mod politiet under pokalfinale #anklager #politidk http://www.mynewsdesk.com/dk/koebenhavns-politi/pressreleases/tre-domme-for-vold-mod-politiet-under-pokalfinale-2401271 …,1,1,21,,"['#anklager', '#politidk']",https://twitter.com/KobenhavnPoliti/status/959304073144025088/,Kbh,True
267,959054983084863488,2018-02-01,13:25:01,GMT,441701613,KobenhavnPoliti,"Københavns Politi har under patrulje ved Kastrup Strandpark i dag anholdt en 30-årig kendt kriminel, som i forvejen har indrejseforbud i Danmark #politidk",4,4,64,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/959054983084863488/,Kbh,True
278,958294528556978177,2018-01-30,11:03:14,GMT,441701613,KobenhavnPoliti,- og reparatør er på vej. https://twitter.com/KobenhavnPoliti/status/958294338613776385 …,0,1,14,,[],https://twitter.com/KobenhavnPoliti/status/958294528556978177/,Kbh,True
284,957530404566765568,2018-01-28,08:26:53,GMT,441701613,KobenhavnPoliti,"Kl. 0839 er der fundet en livløs mand i Københavns Havn. Efter bjærgning er det konstateret, at manden er druknet. Sagen undersøges og der er ikke yderligere kommentarer. #politidk",2,5,13,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/957530404566765568/,Kbh,True
288,956885278324600832,2018-01-26,13:43:23,GMT,441701613,KobenhavnPoliti,Den 32-årige mand fra Østerbro vi efterlyste tirsdag er fundet død. Der er ikke umiddelbart noget mistænkeligt ved dødsfaldet og pårørende er underrettet #politidk,0,3,14,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/956885278324600832/,Kbh,True
295,956139704004612097,2018-01-24,12:20:44,GMT,441701613,KobenhavnPoliti,Politiet er på vej til uheldsstedet hvor lastbil og 2 personbiler er involveret. Kan skabe kødannelse i retning mod København. #politidk https://twitter.com/hberedskab/status/956138786534121473 …,0,1,4,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/956139704004612097/,Kbh,True
301,955735620487348224,2018-01-23,09:35:03,GMT,441701613,KobenhavnPoliti,42-årig mand varetægtsfængslet i 10 dage for salg af hårde stoffer på Vesterbro #anklager #politidk,1,0,26,,"['#anklager', '#politidk']",https://twitter.com/KobenhavnPoliti/status/955735620487348224/,Kbh,True
304,954340783292928000,2018-01-19,13:12:28,GMT,441701613,KobenhavnPoliti,Efter færdselsuheldet på Vejlands Alle er der igen åbnet for al trafik. Kør forsigtigt. #politidk,0,1,7,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/954340783292928000/,Kbh,True
309,953933044515303425,2018-01-18,10:12:15,GMT,441701613,KobenhavnPoliti,"Når du er uopmærksom, har du sværere ved at nå at reagere, hvis uheldet er ude. Kom ud af din boble – #kørbilnårdukørerbil #politidk pic.twitter.com/C1kMJOH6SC",1,21,75,,"['#kørbilnårdukørerbil', '#politidk']",https://twitter.com/KobenhavnPoliti/status/953933044515303425/,Kbh,True
314,953280959427858432,2018-01-16,15:01:06,GMT,441701613,KobenhavnPoliti,Press briefing with Special Prosecutor Jakob Buch-Jepsen regarding indictment in the submarine case #anklager #politidk https://twitter.com/KobenhavnPoliti/status/953280863843864576 …,0,4,6,,"['#anklager', '#politidk']",https://twitter.com/KobenhavnPoliti/status/953280959427858432/,Kbh,True
319,953228167082332160,2018-01-16,11:31:19,GMT,441701613,KobenhavnPoliti,Tiltale i ubådssagen #anklager #politidk http://www.mynewsdesk.com/dk/koebenhavns-politi/pressreleases/tiltale-i-ubaadssagen-2376226 …,2,25,56,,"['#anklager', '#politidk']",https://twitter.com/KobenhavnPoliti/status/953228167082332160/,Kbh,True
321,952239358849028101,2018-01-13,18:02:09,GMT,441701613,KobenhavnPoliti,Radius meddeler om strømsvigt på Christianshavn/indre Amager. Forventet at være udbedret kl 2030. #politidk,6,5,22,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/952239358849028101/,Kbh,True
323,951097909105348609,2018-01-10,14:26:26,GMT,441701613,KobenhavnPoliti,Der er opstået brand på Amagerværket. Politi og Brandvæsen er fremme og indleder arbejde med at bekæmpe ilden. For nuværende ikke yderligere kommentarer. #politidk,1,1,8,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/951097909105348609/,Kbh,True
326,951075519751184385,2018-01-10,12:57:28,GMT,441701613,KobenhavnPoliti,"Vi ophæver afspærringen igen ved den amerikanske ambassade. EOD har nu undersøgte en pakke og  efter gennemgang kan det fastslås, at pakken ikke indeholdt noget mistænkeligt #politidk",0,9,26,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/951075519751184385/,Kbh,True
327,951059303909163008,2018-01-10,11:53:02,GMT,441701613,KobenhavnPoliti,Vi er fortsat i gang med at undersøge forholdet og har endnu ikke nyt. Men følg med her på Twitter #politidk https://twitter.com/KobenhavnPoliti/status/951058989701312512 …,0,1,3,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/951059303909163008/,Kbh,True
329,951042739805835264,2018-01-10,10:47:13,GMT,441701613,KobenhavnPoliti,"Vi undersøger lige nu et mistænkeligt forhold ved den amerikanske ambassade. Intet yderligere for nu, men vi følger op her på Twitter",5,15,33,,[],https://twitter.com/KobenhavnPoliti/status/951042739805835264/,Kbh,True
335,950655245088108545,2018-01-09,09:07:27,GMT,441701613,KobenhavnPoliti,Ubådssag: Sigtede i sagen har oplyst at han frivilligt lader sin varetægtsfængsling forlænge frem til 7.2. Anklagemyndigheden forventer snarest at kunne præsentere anklageskrift i sagen og har ikke ydeligere for nu #anklager #politidk,3,7,21,,"['#anklager', '#politidk']",https://twitter.com/KobenhavnPoliti/status/950655245088108545/,Kbh,True
343,949254021298171904,2018-01-05,12:19:29,GMT,441701613,KobenhavnPoliti,"Flasken nu i politiets varetægt, den er umiddelbart intakt og vil blive undersøgt #politidk https://twitter.com/KobenhavnPoliti/status/949253896349896706 …",3,7,20,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/949254021298171904/,Kbh,True
347,949006010378866688,2018-01-04,19:53:59,GMT,441701613,KobenhavnPoliti,"Vi savner en 60-årig dement mand, der er gået fra Bispebjerg Hospital. Han er buttet, 165 cm høj, kort hår, iført grå bukser, hvid t-shirt, sort fleece-jakke. #politidk",4,25,29,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/949006010378866688/,Kbh,True
364,948119445737824256,2018-01-02,09:11:05,GMT,441701613,KobenhavnPoliti,"Der er fundet efterladt nyfødt spædbarn på Hammelstrupvej i SV. Der er tale om en lille pige, som nu er indlagt på Rigshospitalet. Politiet søger vidner i.f.m. sagen. Har du set noget eller har yderligere info, så ring 114 #politidk",4,57,35,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/948119445737824256/,Kbh,True
372,947442021882580993,2017-12-31,12:19:15,GMT,441701613,KobenhavnPoliti,"I aften fra ca. kl 19.00 til 03.00 er Vesterbrogade og HC Andersens Blvd. spærret ved Rådhuspladsen. Find evt. andre ruter, hvis du skal den vej. Pas godt på hinanden. #politidk",0,17,60,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/947442021882580993/,Kbh,True
377,945347892683952129,2017-12-25,17:37:55,GMT,441701613,KobenhavnPoliti,Som sagt - grund til forsigtig julegælde :-) https://twitter.com/vestegnspoliti/status/945246803708010497 …,1,3,42,,[],https://twitter.com/KobenhavnPoliti/status/945347892683952129/,Kbh,True
382,944222757562339334,2017-12-22,15:07:02,GMT,441701613,KobenhavnPoliti,"Københavns Politi har den 21. december 2017 i samarbejde med PET anholdt og sigtet en 30-årig syrisk mand, der er asylansøger iSverige, for i november 2016 sammen med en anden person at have forsøgt at begåen terrorhandling i Kbh. http://www.mynewsdesk.com/dk/koebenhavns-politi/pressreleases/varetaegtsfaengsling-af-mand-sigtet-for-forsoeg-paa-terror-i-koebenhavn-i-november-2016-2346674 …",2,9,74,,[],https://twitter.com/KobenhavnPoliti/status/944222757562339334/,Kbh,True
384,944218073371947009,2017-12-22,14:48:26,GMT,441701613,KobenhavnPoliti,Brand. En vognbane mod Langebro er åbnet. #politidk,0,1,4,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/944218073371947009/,Kbh,True
390,943870053388349440,2017-12-21,15:45:31,GMT,441701613,KobenhavnPoliti,"Rettelse: Besiddelse af 1.000 joints giver ikke en bødestraf, men en frihedsstraf #politidk https://twitter.com/KobenhavnPoliti/status/943850978121539585 …",4,15,56,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/943870053388349440/,Kbh,True
395,943775729006927873,2017-12-21,09:30:42,GMT,441701613,KobenhavnPoliti,"Politiaktioner mod hashhandel på Christiania i går resulterede i beslaglæggelse af ca. 3,5 kg hash og fire våben. 116 personer er sigtet for besiddelse af hash #politidk pic.twitter.com/YTzL4lMsII",7,4,35,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/943775729006927873/,Kbh,True
